1,1,1,1,94000000,940335536
1,28,5,37,80000000,484572835
1,62,8,80,75000000,369299850
1,62,13,80,75000000,369299850
1,258,3,643,60000000,164433867
2,2,2,2,15000000,356296601
2,176,8,229,70000000,11263966
2,246,8,335,37500000,54000000
2,246,13,335,37500000,54000000
2,342,3,661,65000000,117758500
2,400,17,603,29000000,50041732
2,407,9,614,70000000,177841558
2,408,5,615,50000000,73956241
3,3,3,3,90000000,263920180
3,9,5,40,36500000,114537262
3,9,10,40,36500000,114537262
3,26,9,230,36000000,50159144
3,73,7,106,16500000,67683989
4,4,4,4,140000000,655011224
4,11,12,4,130000000,273339556
4,26,3,35,100000000,217500000
4,26,8,35,100000000,217500000
4,37,11,4,17000000,1569918
4,67,9,198,95000000,156505388
4,213,5,291,43500000,74168222
4,213,11,291,43500000,74168222
4,285,6,407,78000000,179265204
4,401,17,606,45000000,124914842
4,514,16,433,60000000,26288320
5,2,5,5,72000000,96889998
5,23,8,29,50000000,94000000
5,68,3,179,40000000,31670620
5,70,8,88,150000000,895921036
5,135,12,348,65000000,64321501
5,261,9,579,40000000,46442528
5,272,9,381,62000000,52304001
5,344,9,25,15000000,24009584
5,344,12,25,15000000,24009584
5,344,17,25,15000000,24009584
5,381,4,570,150000000,314432665
6,5,6,6,75000000,527068851
6,155,7,262,50000000,90450008
6,198,8,261,17500000,34653612
6,198,13,261,17500000,34653612
6,201,5,267,85000000,186072214
6,204,8,273,14000000,46300525
6,204,13,273,14000000,46300525
6,209,7,280,39000000,26820641
7,4,4,7,200000000,1065659812
7,34,6,44,17500000,163275547
7,34,15,44,17500000,163275547
7,83,6,102,25000000,119188334
7,92,1,72,60000000,230991574
7,92,4,72,60000000,230991574
7,112,8,140,135000000,195540596
7,112,14,140,135000000,195540596
7,159,8,207,20000000,57415055
7,159,13,207,20000000,57415055
7,271,9,458,32000000,80197993
7,322,12,454,82500000,237681299
7,345,5,71,85000000,158468292
7,357,5,534,52000000,204999686
7,527,8,25,20000000,27793200
8,6,7,8,32000000,60740827
8,49,16,59,30000000,192452832
8,116,7,565,50000000,22944502
8,206,8,276,40000000,117195061
8,210,5,286,28000000,121147947
8,235,8,320,15000000,15785148
8,273,2,428,58000000,102854431
8,312,12,734,25000000,22217219
8,312,17,734,25000000,22217219
8,319,11,45,55000000,223387299
8,388,5,585,1000000,10047674
8,512,8,25,818418,4851244
8,523,4,809,25000000,15431177
9,7,3,9,50000000,50068310
9,44,8,873,30000000,13130349
9,290,5,508,116000000,178127760
9,452,8,22,25000000,36400360
10,7,8,10,30000000,216763646
10,19,8,22,55000000,181372140
10,19,13,22,55000000,181372140
10,37,8,546,70000000,154648887
10,38,11,48,50000000,34808403
10,73,2,92,40000000,258321469
10,73,5,92,40000000,258321469
10,81,9,722,140000000,209073645
10,83,6,730,45000000,21009180
10,109,8,247,116000000,102000000
10,180,3,237,27000000,115505027
10,186,12,246,80000000,55041367
10,501,7,895,65000000,128905366
11,8,7,11,20000000,23875127
11,36,8,474,75000000,14567883
11,247,8,336,37500000,23341688
11,247,13,336,37500000,23341688
11,248,5,733,25000000,50671850
11,297,2,423,30000000,85878931
11,297,16,423,30000000,85878931
11,331,9,477,17000000,30331165
11,610,7,99,12000000,12902790
12,9,2,12,44000000,197246459
12,9,9,12,44000000,197246459
12,9,10,12,44000000,197246459
12,18,8,33,75000000,187109336
12,18,14,33,75000000,187109336
12,42,5,117,44000000,54269955
12,42,11,117,44000000,54269955
12,153,6,196,100000000,330579719
12,203,11,532,30000000,27610873
12,302,11,429,30000000,25473093
12,339,12,524,85000000,131426169
12,360,3,537,25000000,13411957
12,383,17,796,25000000,36351350
12,453,4,359,50000000,66002004
12,466,5,720,15000000,46770602
13,10,5,13,135000000,163794509
13,140,5,176,54000000,130431368
13,191,8,518,37500000,21142584
13,191,14,518,37500000,21142584
13,199,6,446,9000000,20504834
13,199,15,446,9000000,20504834
13,316,3,448,37500000,70087503
13,316,10,448,37500000,70087503
13,376,8,559,50000000,55181129
13,595,4,904,22000000,68000000
14,9,2,112,23333333,160613636
14,9,9,112,23333333,160613636
14,9,10,112,23333333,160613636
14,11,11,14,140000000,553799566
14,51,6,61,23000000,369884651
14,94,8,119,140000000,285444603
14,128,10,456,95000000,250288523
14,219,8,510,50000000,44547681
14,279,6,483,26000000,65705772
14,329,13,473,7500000,8753684
14,329,17,473,7500000,8753684
14,369,11,547,10000000,19000000
14,425,5,706,20000000,27341273
14,425,10,706,20000000,27341273
15,12,2,15,51500000,228820213
15,12,5,15,51500000,228820213
15,77,9,121,125000000,546388105
15,237,8,322,44000000,21400000
15,240,11,398,55000000,56932305
15,314,2,443,16000000,119754278
15,344,6,506,30000000,173959438
15,417,3,629,18000000,17200925
15,419,4,630,127500000,354248063
16,13,12,16,10000000,83557872
16,80,3,100,60000000,47383689
16,421,4,4,30000000,136706683
16,531,9,25,30,103
17,11,2,156,63000000,81474582
17,11,8,156,63000000,81474582
17,14,8,17,75000000,237484381
17,14,13,17,75000000,237484381
17,121,9,25,30000000,34252847
17,137,12,577,135000000,76932943
17,181,5,562,43000000,91974818
17,236,7,496,40000000,285176741
17,258,6,359,45000000,16809014
17,395,4,607,35000000,86369815
17,464,8,716,30000000,58405313
18,10,12,397,107000000,87713825
18,15,7,18,93000000,871368364
18,19,8,22,42500000,225358575
18,19,13,22,42500000,225358575
18,42,2,52,30000000,156771170
18,42,5,52,30000000,156771170
18,46,13,668,72000000,37317558
18,80,9,184,68000000,203388341
18,275,5,390,12000000,31155435
18,434,7,659,22000000,92542418
18,449,12,71,16000000,66468332
19,15,7,18,79000000,926287400
19,22,9,26,60000000,67312826
19,35,11,138,15000000,13060843
19,60,9,75,25000000,41597830
19,126,8,499,30000000,27501567
19,126,13,499,30000000,27501567
19,190,13,142,60000000,93354918
19,193,7,256,30000000,105834556
19,226,17,307,15000000,9237470
20,14,3,74,70000000,122919055
20,15,7,18,94000000,1118888979
20,51,6,174,55000000,33828318
20,65,8,83,140000000,456758981
20,77,2,509,30000000,48134906
20,77,9,509,30000000,48134906
20,120,8,151,40000000,133364369
20,120,12,151,40000000,133364369
20,124,6,662,40000000,190212113
20,420,3,633,50000000,60987505
20,420,5,633,50000000,60987505
20,439,2,670,16500000,16942795
21,16,5,19,13000000,35934163
21,16,11,19,13000000,35934163
21,56,12,462,95000000,190213455
21,289,7,413,33000000,104155843
21,450,8,694,40000000,30199105
21,667,12,25,1900000,2070806
22,17,6,20,6000000,1270522
22,155,12,200,35000000,94728529
22,338,17,572,30000000,18195610
22,536,7,25,11000000,13276953
23,18,8,21,92500000,502279222
23,18,14,21,92500000,502279222
23,113,5,141,42500000,80194031
23,113,18,141,42500000,80194031
23,137,5,170,72500000,200564319
23,137,18,170,72500000,200564319
23,211,3,424,75000000,312014685
23,211,18,424,75000000,312014685
23,287,6,410,30000000,68369434
23,351,3,523,32500000,64053821
23,351,18,523,32500000,64053821
23,353,6,681,30000000,25325039
23,353,15,681,30000000,25325039
23,462,5,712,26000000,304920818
23,462,18,712,26000000,304920818
23,675,7,1062,45000000,101702060
24,20,5,23,80000000,162944923
24,138,12,719,60000000,71073932
24,259,9,361,130000000,119269486
24,284,11,426,30000000,42886719
24,385,17,581,19000000,108047131
24,386,8,582,20000000,34383060
24,386,13,582,20000000,34383060
25,9,2,24,34000000,119457642
25,9,6,24,34000000,119457642
25,9,10,24,34000000,119457642
25,37,11,264,70000000,65977295
25,77,17,739,115000000,77628265
25,157,7,202,25000000,85634767
25,157,12,202,25000000,85634767
25,184,5,243,60000000,214034224
25,344,8,511,84000000,275650703
25,394,4,704,80000000,145771527
26,7,2,129,6333333,22891076
26,7,8,129,6333333,22891076
26,7,10,129,6333333,22891076
26,19,8,25,32000000,5914908
26,50,8,674,32500000,21772682
26,50,14,674,32500000,21772682
26,64,11,150,40000000,120175290
26,65,8,133,100000000,170877916
26,99,2,124,35000000,77468840
26,99,9,124,35000000,77468840
26,101,3,126,12000000,77860566
26,101,17,126,12000000,77860566
26,102,5,127,85000000,59908565
26,105,8,131,32500000,211305209
26,105,14,131,32500000,211305209
26,108,12,135,27500000,153538647
26,108,18,135,27500000,153538647
26,120,3,151,28333333,64722900
26,120,5,151,28333333,64722900
26,120,18,151,28333333,64722900
26,183,6,242,50000000,124644052
26,183,15,242,50000000,124644052
26,266,5,285,8500000,28551947
26,266,18,285,8500000,28551947
26,382,9,571,85000000,144000000
27,21,9,26,46000000,150000000
27,42,11,270,80000000,309492681
27,90,6,442,60000000,129832389
27,219,7,466,9000000,41590886
27,465,4,504,54000000,320689294
28,21,9,27,70000000,118000000
28,28,5,605,50000000,202292902
28,74,5,679,60000000,37141130
28,133,5,190,25000000,289317794
28,339,8,493,65000000,250821495
28,370,2,548,35000000,109306594
28,370,16,548,35000000,109306594
29,9,9,28,185000000,786636033
29,62,8,367,60000000,46972883
29,62,13,367,60000000,46972883
29,220,7,298,65000000,415252786
29,307,6,434,35000000,170000000
29,429,3,71,40000000,84601681
29,484,8,755,15000000,377910544
30,24,11,30,30000000,47126295
30,47,8,225,120000000,325756637
30,96,11,213,90000000,60874615
30,137,5,701,15000000,35007180
30,142,9,178,25000000,24362772
30,167,8,25,25000000,91036760
30,315,7,498,23000000,53302314
30,413,2,623,47500000,38216363
30,413,16,623,47500000,38216363
30,528,12,531,15000000,9902115
